restaurant_name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,restaurant_type
Fresh Kitchen,No,No,3.700497969,0,HSR,"North Indian, Chinese",200,Delivery
Sri Brahmi Kuteera,No,No,3.700497969,0,JP Nagar,South Indian,75,Delivery
Multi Cakes,No,No,3.7,44,JP Nagar,"Bakery, Desserts",100,Delivery
Richbite Catering,No,No,3.700497969,0,Bommanahalli,Andhra,150,Delivery
Cake Art,No,No,2.9,27,JP Nagar,Bakery,200,Delivery
The Sandesh Factory,No,No,3.2,4,Bannerghatta Road,"Mithai, Desserts",75,Delivery
4671 Indian Coastal Cuisine,No,No,3.700497969,0,Bannerghatta Road,"Seafood, Mangalorean, Kerala",300,Delivery
Bake Feast,No,No,3.700497969,0,Bannerghatta Road,Bakery,150,Delivery
Baker's Treat,No,No,3.700497969,0,Koramangala 7th Block,"Bakery, Desserts",175,Delivery
Kitchen King,No,No,3.700497969,0,Bannerghatta Road,"South Indian, North Indian, Chinese",125,Delivery
Juice And Joy,No,No,3.700497969,0,Jayanagar,"Beverages, Fast Food",75,Delivery
TeaChaTe Express,No,No,3.700497969,0,JP Nagar,"Fast Food, Tea",75,Delivery
SAATHVIK Cafe Chats,No,No,3.700497969,0,JP Nagar,"North Indian, Street Food",125,Delivery
Wellness Cafe,No,No,3.700497969,0,Bannerghatta Road,"Cafe, Healthy Food",200,Delivery
Mama's Cuisine,No,No,3.700497969,0,Bommanahalli,"Fast Food, Desserts",100,Delivery
Hot and Spicy Restaurant,No,No,3.700497969,0,Bommanahalli,Chinese,175,Delivery
Pai's Kitchen,No,No,3.5,11,Koramangala 2nd Block,South Indian,100,Delivery
Good Bread,No,No,3.6,14,JP Nagar,"Bakery, Desserts",150,Delivery
UNIK Food,No,No,3.3,4,Jayanagar,"North Indian, Chinese",150,Delivery
Kadala Mane,No,No,3.700497969,0,JP Nagar,Seafood,150,Delivery
Sri Banashankari Biryani Kabab Centre,No,No,3.700497969,0,Bannerghatta Road,"Biryani, Fast Food",50,Delivery
Food Magic,No,No,3.700497969,0,HSR,"North Indian, Chinese",150,Delivery
Lakshmi Sweets,No,No,3.700497969,0,Jayanagar,Mithai,125,Delivery
Adi's Cake N Cafe,No,No,3.3,4,Bannerghatta Road,Bakery,200,Delivery
Natha & Lobo's,No,No,3.700497969,0,Jayanagar,"Chinese, North Indian",250,Delivery
Baking Delite,No,No,3.700497969,0,Koramangala 7th Block,Desserts,275,Delivery
Sambram,No,No,3.700497969,0,JP Nagar,"Biryani, North Indian",400,Delivery
Copper Cafe & Grill,No,No,3.700497969,0,HSR,"Cafe, North Indian, Continental",250,Delivery
9 Tea,No,No,3.700497969,0,Bannerghatta Road,"South Indian, Street Food, Tea",100,Delivery
Guntur's Vandanam Food Zone,No,No,3.700497969,0,Koramangala 1st Block,"Andhra, Chinese, North Indian",300,Delivery
Magadh Jalpan,No,No,3.700497969,0,Bannerghatta Road,Street Food,100,Delivery
Ghar Ka Aahar,No,No,3.700497969,0,Bommanahalli,North Indian,200,Delivery
Juice & Burger Cafeteria,No,No,3.700497969,0,HSR,"Fast Food, Beverages",150,Delivery
Tandoor Dum,No,No,3.700497969,0,JP Nagar,North Indian,300,Delivery
Bake The Cake,No,No,3.700497969,0,Bommanahalli,Bakery,200,Delivery
Ambur Hotel,No,No,3.700497969,0,Bannerghatta Road,South Indian,125,Delivery
Tandoor Plaza,No,No,3.700497969,0,Bannerghatta Road,North Indian,250,Delivery
FNC Seafood,No,No,3.700497969,0,Koramangala 5th Block,"Seafood, Fast Food",200,Delivery
Desi Curry,No,No,3.700497969,0,HSR,North Indian,225,Delivery
Maa ka Dabba,No,No,3.700497969,0,Bommanahalli,"North Indian, Fast Food",234.5,Delivery
SLV Hotel,No,No,3.700497969,0,Bommanahalli,"South Indian, Chinese",125,Delivery
Raja Foodpath,No,No,3.700497969,0,Bommanahalli,"North Indian, South Indian, Chinese",100,Delivery
Darjeeling Hot Momos,No,No,3.700497969,0,Koramangala 5th Block,"Momos, Fast Food",150,Delivery
Sri Annapoorna Andhra Mess,No,No,3.700497969,0,Koramangala 5th Block,Andhra,150,Delivery
It's My Meal Food Service,No,No,3.700497969,0,HSR,"North Indian, Chinese",150,Delivery
Surabhi Restaurant,No,No,3.700497969,0,Hosur Road,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",200,Delivery
Fresh Code,No,No,3.700497969,0,Bannerghatta Road,"Chinese, North Indian",150,Delivery
Smack Cafe,No,No,3.700497969,0,Koramangala 1st Block,Cafe,200,Delivery
I-Scoop Cafe,Yes,No,3.700497969,0,Jayanagar,"Fast Food, Pizza, Desserts",150,Delivery
Jiyo Natural,No,No,3.6,14,South Bangalore,"Healthy Food, North Indian",150,Delivery
Sultan's Biryani,No,No,3,12,Bannerghatta Road,"Biryani, North Indian",350,Delivery
Kyakhanahai,No,No,3.4,8,Koramangala 5th Block,"North Indian, South Indian",200,Delivery
D2V Cafe,No,No,3.6,13,Bannerghatta Road,Cafe,350,Delivery
RICE BAR,No,No,3.1,7,Bannerghatta Road,"North Indian, Biryani",250,Delivery
Le Rosa Restaurant,No,No,3.2,4,HSR,"North Indian, Mughlai, Biryani",350,Delivery
Little Shangai,No,No,3.3,4,Bannerghatta Road,"Chinese, North Indian, Fast Food",200,Delivery
Mysore Carnival Restaurant,No,No,3.8,14,Koramangala 6th Block,"Chinese, Kerala, North Indian, South Indian",175,Delivery
SVR Foods - Night Ka Khana,No,No,3.5,15,JP Nagar,"North Indian, South Indian",200,Delivery
Ronnie's Kitchen,No,No,3.1,12,Koramangala 5th Block,Chinese,100,Delivery
The Tower Of Pizza,No,No,2.9,16,Koramangala 5th Block,"Pizza, Italian",250,Delivery
Indian Dhaba,No,No,3.3,7,HSR,"North Indian, Chinese",225,Delivery
Mom's Kitchen,No,No,3.700497969,0,HSR,North Indian,150,Delivery
Cupcake Bliss,No,No,3.700497969,0,Koramangala 7th Block,Bakery,125,Delivery
Kedia's Fun Food,No,No,3.700497969,0,Bannerghatta Road,"North Indian, Street Food, Juices",100,Delivery
Banashankari Donne Biriyani,No,No,3.3,4,Koramangala 7th Block,"South Indian, Biryani",150,Delivery
Daily & Divine,No,No,3.700497969,0,Koramangala 5th Block,"Fast Food, Juices",100,Delivery
S.W.A.T Food Truck,No,No,3.7,21,Koramangala 5th Block,"American, Fast Food",125,Delivery
Juicy Cafe,No,No,3.700497969,0,HSR,"Juices, Beverages, Fast Food",125,Delivery
The Little Kitchen,No,No,3.8,27,Jayanagar,"Chinese, Momos",150,Delivery
The Night King,No,No,3.3,4,Koramangala 7th Block,"North Indian, Chinese",200,Delivery
Niice Cream,No,No,3.8,38,Koramangala 5th Block,"Ice Cream, Beverages, Desserts",200,Delivery
Prakruthi Restaurant,No,No,3.2,4,Bommanahalli,"Andhra, North Indian",200,Delivery
Chai Mane,No,No,3,8,Koramangala 5th Block,"Juices, Fast Food",75,Delivery
Sandwich Manne,No,No,3.700497969,0,JP Nagar,Fast Food,125,Delivery
SS Food Point,No,No,3.700497969,0,HSR,"South Indian, Biryani",125,Delivery
Karnataka Biriyani Centre,No,No,3.700497969,0,Jayanagar,Biryani,100,Delivery
Desi Breakk,No,No,3.3,7,HSR,North Indian,75,Delivery
TGS Retails,No,No,3.3,4,HSR,"Bakery, Desserts",300,Delivery
Hotel Muthu,No,No,3.700497969,0,Bannerghatta Road,South Indian,100,Delivery
Cafe Choco Craze,No,No,3.7,9,Bannerghatta Road,"Cafe, Fast Food, Desserts",200,Delivery
Grand Chillies,No,No,3.4,7,HSR,"North Indian, Chinese, Biryani",200,Delivery
Kanha's Kafe,No,No,3.5,12,Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",100,Delivery
Edigo,No,No,3.700497969,0,Electronic City,"North Indian, South Indian, Chinese",125,Delivery
Sandwich Souk,No,No,3.700497969,0,Bommanahalli,"Chinese, Sandwich, Juices",100,Delivery
Cake N Cookies,No,No,3.700497969,0,JP Nagar,Bakery,175,Delivery
Meraki Kitchen,No,No,3.700497969,0,Bommanahalli,Desserts,200,Delivery
Creamiester Ice Creams,No,No,3.700497969,0,Koramangala 4th Block,"Desserts, Ice Cream, Beverages",150,Delivery
Food n Fit,No,No,3.700497969,0,Koramangala 7th Block,"North Indian, Chinese",250,Delivery
Sri Sai Lakshmi,No,No,3.700497969,0,HSR,South Indian,100,Delivery
Ludhiana Junction,No,No,3.700497969,0,Koramangala 3rd Block,"South Indian, Rajasthani",150,Delivery
Al Baith,No,No,3.700497969,0,Koramangala 7th Block,"North Indian, Chinese",150,Delivery
WanderCrust,No,No,3.700497969,0,HSR,Pizza,250,Delivery
FrostBite,No,No,3.5,15,Koramangala 5th Block,"Desserts, Fast Food",200,Delivery
Sandwich Mamas,No,No,3.2,4,Bannerghatta Road,Fast Food,150,Delivery
Hotel Lakshmi Paradise,No,No,3.3,7,Bannerghatta Road,"North Indian, Mughlai",200,Delivery
Iyengar's Bakery,No,No,3.700497969,0,JP Nagar,"Bakery, Fast Food",300,Delivery
Jodhpur Jaika,No,No,3.3,4,Bommanahalli,"North Indian, Street Food",100,Delivery
Taste Of Home,No,No,3.700497969,0,Bannerghatta Road,"South Indian, North Indian, Chinese",150,Delivery
Lets cafe,No,No,3.5,6,Koramangala 5th Block,"Chinese, North Indian",125,Delivery
Homfrez.com,No,No,3.4,8,Koramangala 1st Block,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",200,Delivery
Malabar Mint,No,No,3.4,39,Koramangala 5th Block,"Kerala, North Indian, Chinese",350,Delivery
Snaiksa Foods,No,No,3.700497969,0,HSR,"North Indian, South Indian",150,Delivery
Food Treat,No,No,3.700497969,0,Koramangala 1st Block,"North Indian, Chinese, Kerala",200,Delivery
Desi Bites,No,No,3.3,4,Bannerghatta Road,Street Food,100,Delivery
The Denny's,No,No,3.7,91,Jayanagar,"North Indian, Chinese",450,Delivery
Sri Lakshmi Dhaba,No,No,3,17,Bommanahalli,"North Indian, Chinese",150,Delivery
Nonveg Dreams,No,No,3.700497969,0,Koramangala 2nd Block,"North Indian, South Indian",200,Delivery
Cafe Longing,No,No,3.700497969,0,BTM,Fast Food,200,Delivery
Dipd N Chocolate,Yes,No,3.700497969,0,Koramangala 7th Block,"Cafe, Desserts",150,Delivery
Lime Twist,Yes,No,3.700497969,0,Koramangala 5th Block,"Fast Food, Beverages",75,Delivery
Best Shawarmas,Yes,No,3.700497969,0,BTM,Rolls,150,Delivery
Hotel Palace,Yes,No,3.7,24,HSR,"Biryani, Chinese",125,Delivery
Desi Vdesi,Yes,No,3.8,50,BTM,"Fast Food, North Indian, Rolls",125,Delivery
Sk Grand Hotel,No,No,3.2,6,Jayanagar,South Indian,200,Delivery
Maxpresso,Yes,No,4.1,323,Koramangala 7th Block,"Cafe, American, Italian, Beverages",350,Delivery
Tasty Khaana Khazana,Yes,No,3.3,6,Bommanahalli,North Indian,150,Delivery
Chaai Resto,No,No,2.7,16,Koramangala 5th Block,Beverages,150,Delivery
Navab's,Yes,No,3.700497969,0,Koramangala 6th Block,"North Indian, Chinese",300,Delivery
Red Chilli,Yes,No,3.700497969,0,BTM,"Chinese, Biryani",200,Delivery
SNACKOMATE,Yes,No,3.700497969,0,Koramangala 5th Block,Fast Food,150,Delivery
Yumme,Yes,No,3.700497969,0,Bannerghatta Road,"Fast Food, Burger, Sandwich, Street Food",125,Delivery
Just Sandwiches,Yes,No,3.6,10,BTM,Sandwich,50,Delivery
House Of Lassi,Yes,No,3.6,23,Bommanahalli,"Beverages, Fast Food",125,Delivery
Kanhaiyas,Yes,No,3.6,10,Bannerghatta Road,South Indian,75,Delivery
Juice Lounge,Yes,No,3.1,28,BTM,"Beverages, Healthy Food",125,Delivery
Lassi Pot,Yes,No,3.3,7,HSR,Beverages,50,Delivery
Status,Yes,No,3.3,67,Bannerghatta Road,"North Indian, Chinese",300,Delivery
Aaranya Restaurant,Yes,No,3.4,212,HSR,"North Indian, Chinese, Mughlai",400,Delivery
Sakshi,Yes,No,3,38,Bannerghatta Road,"North Indian, Biryani, Chinese, Seafood",275,Delivery
Kerala Mess,Yes,No,3.4,19,Koramangala 1st Block,Kerala,100,Delivery
Darjeeling Momo Adda,Yes,No,3.1,81,Bannerghatta Road,"Chinese, Tibetan, North Indian, Momos",100,Delivery
Hot & Cold Hut,Yes,No,3,46,Koramangala 4th Block,"Fast Food, Rolls, Juices",100,Delivery
Sreeraj Lassi Bar,Yes,No,4,87,BTM,Beverages,75,Delivery
Adithya,Yes,No,3.2,9,Jayanagar,"North Indian, Chinese",200,Delivery
Kamat Swaad,Yes,No,3.9,194,JP Nagar,"South Indian, North Indian, Chinese",200,Delivery
Cilantro,Yes,Yes,4,280,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",750,Delivery
The Open Cafe,Yes,No,3.7,15,HSR,"Cafe, Chinese, Continental",250,Delivery
Rimo,Yes,No,3.9,44,Koramangala 5th Block,"Tibetan, Asian, Momos",250,Delivery
Akshaya Sweets & Chats,Yes,No,3.700497969,0,Jayanagar,"Mithai, Street Food",100,Delivery
Diya's Findish,Yes,No,3.3,6,Bommanahalli,"North Indian, Chinese, Bengali",250,Delivery
Yum's The Word!,Yes,No,3.700497969,0,Koramangala 4th Block,Chinese,100,Delivery
The Little Kitchen,Yes,No,3.4,8,JP Nagar,"Chinese, North Indian",150,Delivery
Hot Cross Bun,Yes,No,3.3,4,Koramangala 6th Block,Fast Food,250,Delivery
Food Singh,Yes,No,3.700497969,0,JP Nagar,North Indian,250,Delivery
Baker's Glove,Yes,No,3.4,8,Jayanagar,"Desserts, Bakery",275,Delivery
Midnight Joe's,Yes,No,3.700497969,0,HSR,"Burger, Fast Food, Finger Food",150,Delivery
Loukya Veg Restaurant,Yes,No,3.700497969,0,Bommanahalli,"North Indian, South Indian, Chinese",150,Delivery
Sri Balaji Chats and Icecreams,Yes,No,3.700497969,0,Bommanahalli,Fast Food,125,Delivery
Rayaan's BBQ,Yes,No,3.3,6,BTM,"North Indian, BBQ",175,Delivery
Bullet Biryani,Yes,No,3.2,9,BTM,Biryani,150,Delivery
Food Times,Yes,No,3.700497969,0,JP Nagar,"North Indian, Arabian",150,Delivery
Favourite Restaurant,Yes,No,3.700497969,0,JP Nagar,Fast Food,150,Delivery
Bajji House,Yes,No,3.5,7,HSR,Street Food,50,Delivery
Biryani Spot,Yes,No,3.5,9,BTM,"South Indian, Biryani",150,Delivery
Samosa Singh,Yes,No,3.700497969,0,HSR,"North Indian, Mithai",125,Delivery
FoodNite,Yes,No,3.700497969,0,BTM,"North Indian, Chinese, Fast Food",175,Delivery
Aata's Kitchen,Yes,No,3.700497969,0,Koramangala 1st Block,"South Indian, North Indian",125,Delivery
Harilal ka Bihari Dhaba,Yes,No,3.700497969,0,Koramangala 1st Block,"North Indian, Bihari",125,Delivery
Desserts Tree,Yes,No,3.8,86,Koramangala 1st Block,"Mithai, Desserts",50,Delivery
Om Sweets & Snacks,Yes,No,3.9,34,Koramangala 5th Block,"Mithai, Oriya, Bengali",75,Delivery
Cafe Mist,Yes,No,3.8,187,JP Nagar,"Cafe, American, Continental, Italian",250,Delivery
Momos Corner,Yes,No,3.1,15,Bommanahalli,"Chinese, Rolls, Momos",125,Delivery
Royal's Biryani,Yes,No,3.700497969,0,BTM,Biryani,150,Delivery
Healthy Yummy Food Restaurant,Yes,No,3.6,16,HSR,"Beverages, North Indian, Chinese, Italian",450,Delivery
Tandoor Nation,Yes,No,3,39,BTM,"North Indian, Chinese",200,Delivery
Indian Kitchen Eateries-IKE,Yes,No,3.4,8,BTM,Fast Food,75,Delivery
Kickin Burger,Yes,No,3.1,22,Jayanagar,Fast Food,200,Delivery
Laa Raiba Restaurant,Yes,No,3.3,7,Bannerghatta Road,"Kerala, Chinese, South Indian",150,Delivery
Shabari Kitchen,Yes,No,3.5,16,Koramangala 1st Block,"South Indian, Chinese",75,Delivery
#L-81 Cafe,Yes,No,3.9,48,HSR,"Fast Food, Beverages",200,Delivery
House Of Wholewheat,Yes,No,3.1,6,Koramangala 1st Block,"Bakery, Desserts",100,Delivery
STTYTT,Yes,No,3.700497969,0,Koramangala 4th Block,"North Indian, South Indian, Chinese, Andhra, Fast Food",200,Delivery
Dabba Karkhana,Yes,No,3.5,17,BTM,North Indian,150,Delivery
Daily Special,Yes,No,3.700497969,0,BTM,"North Indian, South Indian",200,Delivery
Hotel Tadaka House,Yes,No,3.4,7,Bommanahalli,"North Indian, Chinese, Biryani",150,Delivery
Eat Sleep Eat Repeat,Yes,No,3.5,16,Koramangala 5th Block,"Chinese, North Indian, Continental",100,Delivery
Insta Cafe,Yes,No,2.9,7,BTM,"Cafe, Continental, Pizza, Italian, Beverages",200,Delivery
Bhojan@99,Yes,No,3.700497969,0,Bannerghatta Road,Fast Food,100,Delivery
Pan Asian,Yes,No,3.700497969,0,BTM,Chinese,250,Delivery
Aroma Fine Dine,Yes,Yes,4,127,HSR,"North Indian, Mughlai, Chinese, South Indian",450,Delivery
Amma's Pastries,No,No,4.2,434,BTM,"Bakery, Desserts",200,Desserts
Choco Cheese,Yes,No,4.4,63,BTM,"Desserts, Beverages",150,Desserts
XO Belgian Waffle,Yes,No,4.5,583,BTM,"Desserts, Beverages",200,Desserts
Tempteys,Yes,No,4.2,250,BTM,Beverages,150,Desserts
LayerBite,Yes,No,4,17,BTM,"Bakery, Desserts, Beverages",225,Desserts
eat.fit,Yes,No,4.5,1238,BTM,"Healthy Food, North Indian, Biryani, Continental, Desserts",250,Desserts
Coco Barista,Yes,No,3.7,18,BTM,"Cafe, Burger, Rolls, Beverages",200,Desserts
Waffle Head,Yes,No,4,48,BTM,"Desserts, Beverages",150,Desserts
Gogula's Sweets & Chats,Yes,No,4,221,BTM,"Mithai, Street Food, Fast Food",100,Desserts
Kanti Sweets,Yes,No,4.2,115,BTM,"Mithai, Street Food",200,Desserts
Laddoos,Yes,No,3.4,280,BTM,"Street Food, Mithai",100,Desserts
Sreeraj Lassi Bar,Yes,No,4,87,BTM,Beverages,100,Desserts
Keventers,Yes,No,3.8,26,BTM,"Beverages, Desserts, Ice Cream",200,Desserts
Shri Ram Sweet Centre,No,No,4,164,BTM,"Street Food, Mithai",75,Desserts
Waffle Stories,Yes,No,4,71,BTM,"Desserts, Beverages",150,Desserts
Warm Oven,Yes,No,3.9,38,BTM,"Bakery, Desserts",250,Desserts
CakeZone,No,No,4.1,342,BTM,"Bakery, Desserts",250,Desserts
Rock Stone Ice Cream Factory,Yes,No,4,138,BTM,Ice Cream,125,Desserts
Call A Cake,Yes,No,3.6,41,BTM,Bakery,250,Desserts
Shagun Sweets & Foods,Yes,No,3.6,223,BTM,"Mithai, North Indian, Street Food, Chinese",200,Desserts
Thanco's Natural Ice Cream,Yes,No,3.8,32,BTM,"Ice Cream, Desserts",225,Desserts
Hang10 Resto N Cafe,Yes,No,3.8,102,BTM,"North Indian, Chinese, Beverages",400,Desserts
Just Bake,Yes,No,3.3,77,BTM,Bakery,200,Desserts
Sweet Truth,Yes,No,4,30,BTM,"Bakery, Desserts",250,Desserts
Yeti,No,No,3.7,22,BTM,"Fast Food, Desserts, Ice Cream",150,Desserts
Bun Town,Yes,No,4,207,BTM,"Cafe, Bakery",250,Desserts
New Surya Sweets & Snacks,No,No,3.5,7,BTM,"Mithai, Fast Food",150,Desserts
Mycakeshop,Yes,No,3.700497969,0,BTM,"Bakery, Desserts",150,Desserts
Sri Devi Baker's,No,No,3.9,41,BTM,"Bakery, Street Food",100,Desserts
KC Das - The Delite Foods,No,No,3.3,29,BTM,"Mithai, Street Food",100,Desserts
Jodhpur Sweets & Corner,No,No,3.7,22,BTM,"Desserts, Street Food, Mithai",100,Desserts
More Than Chocolates,No,No,3.6,83,BTM,Bakery,100,Desserts
Special Malai Gola,No,No,3.700497969,0,BTM,Ice Cream,100,Desserts
Svadu Sweets & Savouries,No,No,3.7,26,BTM,"Street Food, Mithai",100,Desserts
Freeze It,Yes,No,3.6,6,BTM,Desserts,150,Desserts
French Bakery,No,No,3.3,7,BTM,"Desserts, Bakery, Beverages",125,Desserts
The Cheesecake Corner,No,No,3.7,48,BTM,Desserts,200,Desserts
BTM Cakes,Yes,No,3.3,9,BTM,"Bakery, Desserts",200,Desserts
Bangali Babu Restaurant,No,No,3.2,4,BTM,"Mithai, Desserts, Fast Food",125,Desserts
Kulfi & More,Yes,No,3.7,47,BTM,Ice Cream,50,Desserts
Candy Cake,Yes,No,3.4,7,BTM,Bakery,250,Desserts
Jigarthanda,No,No,3.6,13,BTM,"Fast Food, Desserts, Rolls",100,Desserts
Chillout,Yes,No,3.700497969,0,BTM,"Burger, Cafe, Pizza, Beverages",100,Desserts
Chilld Monk,Yes,No,3.5,10,BTM,"Desserts, Ice Cream",125,Desserts
Choice Bakery,No,No,3.700497969,0,BTM,"Bakery, Fast Food",100,Desserts
Spoorthi Ice Cream,No,No,3.700497969,0,BTM,"Desserts, Ice Cream",75,Desserts
Sofiya Cakes,No,No,3.700497969,0,BTM,"Bakery, Desserts",150,Desserts
Dribzz Bakes & Cafe,No,No,3.700497969,0,BTM,"Fast Food, Chinese, Desserts",100,Desserts
Bombay Kulfis,No,No,3.700497969,0,BTM,Ice Cream,100,Desserts
Fritz Haber,Yes,No,3.3,5,South Bangalore,"Ice Cream, Desserts",200,Desserts
La Passion Cafe,Yes,No,3.700497969,0,BTM,Cafe,250,Desserts
RP Sweets,No,No,3.4,9,BTM,Mithai,150,Desserts
Gelato Pazzo,No,No,3.8,47,BTM,Desserts,100,Desserts
Calvin's,No,No,3.7,106,BTM,Desserts,300,Desserts
The Gulkand Store,No,No,3.700497969,0,BTM,"Desserts, Ice Cream",50,Desserts
Wow Lassi House,Yes,No,3.700497969,0,BTM,"Fast Food, Beverages",125,Desserts
New Bhangaru Sweets,No,No,3.700497969,0,BTM,Mithai,150,Desserts
The French Loaf,No,No,3.1,32,BTM,"Bakery, Desserts, Sandwich",200,Desserts
Kulfi Club,No,No,3.700497969,0,BTM,"Desserts, Ice Cream",100,Desserts
Watheen Nuts,No,No,3.700497969,0,BTM,Desserts,200,Desserts
Sri venkateshwara Cake House,No,No,3.700497969,0,BTM,"Bakery, Desserts",250,Desserts
New Surya Sweets & Snacks,No,No,3.2,5,BTM,"Mithai, Street Food",175,Desserts
Chocolate Bomb,No,No,3.700497969,0,BTM,Bakery,150,Desserts
Whisk' N Creme',No,No,3.5,12,BTM,Bakery,150,Desserts
Gelato Italiano,Yes,No,3.7,32,BTM,"Ice Cream, Bakery, Desserts",100,Desserts
Goodness! Beverages,No,No,3.700497969,0,BTM,Beverages,125,Desserts
Juice Shop,Yes,No,3.6,29,BTM,"Juices, Beverages, Ice Cream",75,Desserts
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4,157,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",550,Desserts
Kurtoskalacs,No,No,4.6,342,Koramangala 5th Block,"Desserts, Fast Food",200,Desserts
Bonsouth,No,Yes,4.2,2626,Koramangala 5th Block,"Chettinad, Andhra, Kerala",650,Desserts
Sixth Avenue Cafe And Patisserie,No,No,4.5,210,Koramangala 5th Block,"Cafe, Italian, Desserts",300,Desserts
Two Friends Cauldron,Yes,Yes,4.1,496,JP Nagar,"Continental, Italian, American",350,Desserts
Stoner,Yes,No,4.5,2668,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",250,Desserts
Roundup Cafe,Yes,Yes,4.2,589,Koramangala 5th Block,"Cafe, Continental, Beverages",400,Desserts
Lot Like Crepes,Yes,No,4.6,1028,Koramangala 7th Block,"Desserts, Continental",275,Desserts
Corner House Ice Cream,Yes,No,4.5,847,Jayanagar,"Ice Cream, Desserts",200,Desserts
Krem,Yes,No,4.1,62,Koramangala 5th Block,"Desserts, Ice Cream, Beverages, Sandwich",225,Desserts
Cakewala,Yes,No,4.3,673,Jayanagar,"Bakery, Desserts",250,Desserts
Slate Cafe,Yes,No,4.1,71,JP Nagar,"Cafe, Sandwich, Burger",300,Desserts
99 Pancakes,Yes,No,4.5,360,Koramangala 5th Block,"Desserts, Beverages, Cafe, Ice Cream",150,Desserts
Art of Delight,No,No,4.3,464,Koramangala 5th Block,"Ice Cream, Desserts, Beverages",200,Desserts
Fresh Pressery Cafe,Yes,No,4.1,147,Koramangala 5th Block,"Cafe, Healthy Food, Salad, Beverages, Desserts",600,Desserts
Berry'd Alive,No,No,4.3,1904,Koramangala 5th Block,Desserts,200,Desserts
Smally's Resto Cafe,Yes,Yes,4.2,1722,Koramangala 5th Block,"Cafe, Italian, Burger, American, Steak",325,Desserts
Cream Chemistry,Yes,No,3.9,234,Koramangala 5th Block,"Ice Cream, Desserts",250,Desserts
Smoor,Yes,No,4.2,605,Koramangala 7th Block,"Desserts, Beverages",450,Desserts
The Belgian Waffle Co.,Yes,No,4.2,184,Koramangala 5th Block,"Desserts, Beverages",175,Desserts
Crafted Plate,Yes,Yes,4.2,249,JP Nagar,"Cafe, Asian, Burger, Continental, Italian, Salad",300,Desserts
BelgYum,Yes,No,4.1,70,Koramangala 7th Block,Desserts,200,Desserts
Belgian Waffle Factory,Yes,No,4.9,201,Koramangala 5th Block,Desserts,200,Desserts
Polar Bear,Yes,No,4.2,220,JP Nagar,"Desserts, Ice Cream, Beverages, Sandwich",200,Desserts
Frozen Bottle,Yes,No,4.1,244,Koramangala 5th Block,"Beverages, Desserts, Ice Cream",200,Desserts
